44	сразу	сразу	ADV	_	Degree=Pos	_	_	_	@vsv1938m-words#@vsv1938m#450.666#450.936
45	шеф	шеф	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@vsv1938m-words#@vsv1938m#450.936#451.206
46	захотел	хотеть	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@vsv1938m-words#@vsv1938m#451.206#451.476
47	чтобы	чтобы	SCONJ	_	Mood=Cnd	_	_	_	@vsv1938m-words#@vsv1938m#451.476#451.746
48	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@vsv1938m-words#@vsv1938m#451.746#452.016
49	звучало	звучать	VERB	_	Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@vsv1938m-words#@vsv1938m#452.016#452.286
50	в	в	ADP	_	_	_	_	_	@vsv1938m-words#@vsv1938m#452.286#452.556
51	спектаклях	спектакль	NOUN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Plur	_	_	_	@vsv1938m-words#@vsv1938m#452.556#452.833
52	так	так	ADV	_	Degree=Pos	_	_	_	@vsv1938m-words#@vsv1938m#453.416#453.566
53	что	что	SCONJ	_	_	_	_	_	@vsv1938m-words#@vsv1938m#453.566#453.716
54	в	в	ADP	_	_	_	_	_	@vsv1938m-words#@vsv1938m#453.716#453.866
55	общем	общий	ADJ	_	Case=Loc|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@vsv1938m-words#@vsv1938m#453.866#454.016
56	мне	я	PRON	_	Case=Dat|Number=Sing|Person=1	_	_	_	@vsv1938m-words#@vsv1938m#454.216#454.507
57	не	не	PART	_	_	_	_	_	@vsv1938m-words#@vsv1938m#454.507#454.798
58	дали	дать	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@vsv1938m-words#@vsv1938m#454.798#455.089
59	прекратить	прекратить	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@vsv1938m-words#@vsv1938m#455.089#455.383
60	да	да	CCONJ	_	_	_	_	_	@vsv1938m-words#@vsv1938m#455.633#455.896
61	и	и	CCONJ	_	_	_	_	_	@vsv1938m-words#@vsv1938m#455.896#456.159
62	в	в	ADP	_	_	_	_	_	@vsv1938m-words#@vsv1938m#456.159#456.422
63	общем-то	общей-то	DET	_	Case=Loc|Gender=Neut|Number=Sing	_	_	_	@vsv1938m-words#@vsv1938m#456.422#456.685
64	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@vsv1938m-words#@vsv1938m#456.685#456.948
65	думаю	думать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@vsv1938m-words#@vsv1938m#456.948#457.211
66	сам	сам	DET	_	Case=Nom|Gender=Masc|Number=Sing	_	_	_	@vsv1938m-words#@vsv1938m#457.211#457.474
67	не	не	PART	_	_	_	_	_	@vsv1938m-words#@vsv1938m#457.474#457.737
68	смог	мочь	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@vsv1938m-words#@vsv1938m#457.737#458.0
69	прекратить	прекратить	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@vsv1938m-words#@vsv1938m#458.0#458.263
70	потому	потому	ADV	_	Degree=Pos	_	_	_	@vsv1938m-words#@vsv1938m#458.263#458.526
71	что	что	SCONJ	_	_	_	_	_	@vsv1938m-words#@vsv1938m#458.526#458.799
72	тянет	тянуть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@vsv1938m-words#@vsv1938m#459.216#459.576
73	к	к	ADP	_	_	_	_	_	@vsv1938m-words#@vsv1938m#459.576#459.936
74	столу	стол	NOUN	_	Animacy=Inan|Case=Dat|Gender=Masc|Number=Sing	_	_	_	@vsv1938m-words#@vsv1938m#459.936#460.296
75	и	и	CCONJ	_	_	_	_	_	@vsv1938m-words#@vsv1938m#460.296#460.656
76	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@vsv1938m-words#@vsv1938m#460.656#461.016
77	не	не	PART	_	_	_	_	_	@vsv1938m-words#@vsv1938m#461.311#461.571
78	можешь	мочь	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@vsv1938m-words#@vsv1938m#461.571#461.831
79	от	от	ADP	_	_	_	_	_	@vsv1938m-words#@vsv1938m#461.831#462.091
80	этого	это	PRON	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	@vsv1938m-words#@vsv1938m#462.091#462.351
81	уйти	уйти	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@vsv1938m-words#@vsv1938m#462.351#462.613
82	а	а	CCONJ	_	_	_	_	_	@vsv1938m-words#@vsv1938m#463.009#463.223
83	чем	что	PRON	_	Case=Ins	_	_	_	@vsv1938m-words#@vsv1938m#463.223#463.437
84	бы	бы	PART	_	_	_	_	_	@vsv1938m-words#@vsv1938m#463.437#463.651
85	вы	вы	PRON	_	Case=Nom|Number=Plur|Person=2	_	_	_	@vsv1938m-words#@vsv1938m#463.651#463.865
86	хотели	хотеть	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@vsv1938m-words#@vsv1938m#463.865#464.079
87	мне	я	PRON	_	Case=Dat|Number=Sing|Person=1	_	_	_	@vsv1938m-words#@vsv1938m#464.079#464.293
88	помочь	помочь	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@vsv1938m-words#@vsv1938m#464.293#464.513
89	#цокает#	X	_	_	_	_	_	_	@vsv1938m-words#@vsv1938m#468.704#468.892
90	вы	вы	PRON	_	Case=Nom|Number=Plur|Person=2	_	_	_	@vsv1938m-words#@vsv1938m#469.201#469.434
91	зна...	X	_	_	_	_	_	_	@vsv1938m-words#@vsv1938m#469.434#469.667
92	ну	ну	PART	_	_	_	_	_	@vsv1938m-words#@vsv1938m#469.667#469.9
93	что	что	PRON	_	Case=Nom	_	_	_	@vsv1938m-words#@vsv1938m#469.9#470.133
94	такое	такой	DET	_	Case=Nom|Gender=Neut|Number=Sing	_	_	_	@vsv1938m-words#@vsv1938m#470.133#470.366
95	жанр	жанр	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@vsv1938m-words#@vsv1938m#470.366#470.604
96	нет	нет	INTJ	_	_	_	_	_	@vsv1938m-words#@vsv1938m#471.302#471.604
97	нет	нет	INTJ	_	_	_	_	_	@vsv1938m-words#@vsv1938m#472.013#472.3
98	нет	нет	INTJ	_	_	_	_	_	@vsv1938m-words#@vsv1938m#472.3#472.587
99	нет	нет	INTJ	_	_	_	_	_	@vsv1938m-words#@vsv1938m#472.587#472.874
100	нет	нет	INTJ	_	_	_	_	_	@vsv1938m-words#@vsv1938m#472.874#473.161
101	у	у	ADP	_	_	_	_	_	@vsv1938m-words#@vsv1938m#473.812#474.149
102	него	он	PRON	_	Case=Gen|Gender=Masc|Number=Sing|Person=3	_	_	_	@vsv1938m-words#@vsv1938m#474.149#474.486
103	городской	городской	ADJ	_	Animacy=Inan|Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@vsv1938m-words#@vsv1938m#474.486#474.823
104	романс	романс	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@vsv1938m-words#@vsv1938m#474.823#475.161
105	вы	вы	PRON	_	Case=Nom|Number=Plur|Person=2	_	_	_	@vsv1938m-words#@vsv1938m#475.201#475.526
106	знаете	знать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@vsv1938m-words#@vsv1938m#475.526#475.851
107	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	_	_	_	@vsv1938m-words#@vsv1938m#475.851#476.176
108	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	_	_	_	@vsv1938m-words#@vsv1938m#476.176#476.501
109	совсем	совсем	ADV	_	Degree=Pos	_	_	_	@vsv1938m-words#@vsv1938m#476.501#476.826
110	разные	разный	ADJ	_	Case=Nom|Degree=Pos|Number=Plur	_	_	_	@vsv1938m-words#@vsv1938m#476.826#477.154
111	поэтому	поэтому	ADV	_	Degree=Pos	_	_	_	@vsv1938m-words#@vsv1938m#477.201#477.557
112	в	в	ADP	_	_	_	_	_	@vsv1938m-words#@vsv1938m#477.557#477.913
113	общем-то	общей-то	DET	_	Case=Loc|Gender=Masc|Number=Sing	_	_	_	@vsv1938m-words#@vsv1938m#477.913#478.269
114	собственно	собственно	ADV	_	Degree=Pos	_	_	_	@vsv1938m-words#@vsv1938m#478.269#478.625
115	говоря	говорить	VERB	_	Aspect=Imp|Tense=Pres|VerbForm=Conv|Voice=Act	_	_	_	@vsv1938m-words#@vsv1938m#478.625#478.981
116	вероятно	вероятно	ADV	_	Degree=Pos	_	_	_	@vsv1938m-words#@vsv1938m#478.981#479.342
117	люди	человек	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur	_	_	_	@vsv1938m-words#@vsv1938m#479.704#480.051
118	даже	даже	PART	_	_	_	_	_	@vsv1938m-words#@vsv1938m#480.051#480.398
119	очень	очень	ADV	_	Degree=Pos	_	_	_	@vsv1938m-words#@vsv1938m#480.398#480.745
120	хорошие	хороший	ADJ	_	Case=Nom|Degree=Pos|Number=Plur	_	_	_	@vsv1938m-words#@vsv1938m#480.745#481.092
121	если	если	SCONJ	_	_	_	_	_	@vsv1938m-words#@vsv1938m#481.092#481.439
122	они	они	PRON	_	Case=Nom|Number=Plur|Person=3	_	_	_	@vsv1938m-words#@vsv1938m#481.439#481.791
123	работают	работать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@vsv1938m-words#@vsv1938m#482.006#482.285
124	в	в	ADP	_	_	_	_	_	@vsv1938m-words#@vsv1938m#482.285#482.564
125	одном	один	DET	_	Case=Loc|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@vsv1938m-words#@vsv1938m#482.564#482.843
126	и	и	CCONJ	_	_	_	_	_	@vsv1938m-words#@vsv1938m#482.843#483.122
127	том	тот	DET	_	Case=Loc|Gender=Masc|Number=Sing	_	_	_	@vsv1938m-words#@vsv1938m#483.122#483.401
128	же	же	PART	_	_	_	_	_	@vsv1938m-words#@vsv1938m#483.401#483.68
129	жанре	жанр	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@vsv1938m-words#@vsv1938m#483.68#483.959
130	у	у	ADP	_	_	_	_	_	@vsv1938m-words#@vsv1938m#483.959#484.238
131	них	они	PRON	_	Case=Gen|Number=Plur|Person=3	_	_	_	@vsv1938m-words#@vsv1938m#484.238#484.517
132	есть	быть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@vsv1938m-words#@vsv1938m#484.517#484.796
133	какое-то	какой-то	DET	_	Case=Nom|Gender=Neut|Number=Sing	_	_	_	@vsv1938m-words#@vsv1938m#484.796#485.075
134	соревнование	соревнование	NOUN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@vsv1938m-words#@vsv1938m#485.075#485.354
135	у	у	ADP	_	_	_	_	_	@vsv1938m-words#@vsv1938m#485.354#485.633
136	нас	мы	PRON	_	Case=Gen|Number=Plur|Person=1	_	_	_	@vsv1938m-words#@vsv1938m#485.633#485.912
137	с	с	ADP	_	_	_	_	_	@vsv1938m-words#@vsv1938m#485.912#486.191
138	ним	он	PRON	_	Case=Ins|Gender=Masc|Number=Sing|Person=3	_	_	_	@vsv1938m-words#@vsv1938m#486.191#486.47
139	нет	нет	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@vsv1938m-words#@vsv1938m#486.47#486.749
140	соревнования	соревнование	NOUN	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	@vsv1938m-words#@vsv1938m#486.749#487.028
141	никаких	никакой	DET	_	Case=Gen|Number=Plur	_	_	_	@vsv1938m-words#@vsv1938m#487.028#487.315
142	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@vsv1938m-words#@vsv1938m#487.919#488.219
143	пишу	писать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@vsv1938m-words#@vsv1938m#488.219#488.519
144	в	в	ADP	_	_	_	_	_	@vsv1938m-words#@vsv1938m#488.519#488.819
145	очень	очень	ADV	_	Degree=Pos	_	_	_	@vsv1938m-words#@vsv1938m#488.819#489.119
146	в	в	ADP	_	_	_	_	_	@vsv1938m-words#@vsv1938m#489.119#489.419
147	разных	разный	ADJ	_	Case=Loc|Degree=Pos|Number=Plur	_	_	_	@vsv1938m-words#@vsv1938m#489.419#489.719
148	правда	правда	NOUN	_	Animacy=Anim|Case=Ins|Gender=Fem|Number=Sing	_	_	_	@vsv1938m-words#@vsv1938m#489.719#490.019
149	правда	правда	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@vsv1938m-words#@vsv1938m#490.019#490.319
150	в	в	ADP	_	_	_	_	_	@vsv1938m-words#@vsv1938m#490.319#490.619
151	очень	очень	ADV	_	Degree=Pos	_	_	_	@vsv1938m-words#@vsv1938m#490.619#490.919
152	разных	разный	ADJ	_	Case=Loc|Degree=Pos|Number=Plur	_	_	_	@vsv1938m-words#@vsv1938m#490.919#491.228
153	жанрах	жанр	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Plur	_	_	_	@vsv1938m-words#@vsv1938m#491.503#492.201
154	поэтических	поэтический	ADJ	_	Case=Loc|Degree=Pos|Number=Plur	_	_	_	@vsv1938m-words#@vsv1938m#492.201#492.899
155	но	но	CCONJ	_	_	_	_	_	@vsv1938m-words#@vsv1938m#493.302#493.55
156	всё	все	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@vsv1938m-words#@vsv1938m#493.55#493.798
157	равно	равно	ADV	_	Degree=Pos	_	_	_	@vsv1938m-words#@vsv1938m#493.798#494.046
158	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@vsv1938m-words#@vsv1938m#494.046#494.295
159	а	а	CCONJ	_	_	_	_	_	@vsv1938m-words#@vsv1938m#494.402#494.675
160	если	если	SCONJ	_	_	_	_	_	@vsv1938m-words#@vsv1938m#494.675#494.948
161	говорите	говорить	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@vsv1938m-words#@vsv1938m#494.948#495.221
162	описывать	описать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@vsv1938m-words#@vsv1938m#495.221#495.494
163	это	это	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@vsv1938m-words#@vsv1938m#495.494#495.771
164	жанр	жанр	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@vsv1938m-words#@vsv1938m#495.906#496.409
165	авторской	авторский	ADJ	_	Case=Gen|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@vsv1938m-words#@vsv1938m#496.805#497.657
166	песни	песня	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@vsv1938m-words#@vsv1938m#497.711#498.422
167	авторской	авторский	ADJ	_	Case=Gen|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@vsv1938m-words#@vsv1938m#499.006#499.657
168	песни	песня	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@vsv1938m-words#@vsv1938m#499.657#500.308
169	вы	вы	PRON	_	Case=Nom|Number=Plur|Person=2	_	_	_	@vsv1938m-words#@vsv1938m#500.812#501.1
170	понимаете	понимать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@vsv1938m-words#@vsv1938m#501.1#501.388
171	вот	вот	PART	_	_	_	_	_	@vsv1938m-words#@vsv1938m#501.388#501.676
172	например	например	ADV	_	Degree=Pos	_	_	_	@vsv1938m-words#@vsv1938m#501.676#501.964
173	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@vsv1938m-words#@vsv1938m#501.964#502.252
174	считаю	считать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@vsv1938m-words#@vsv1938m#502.252#502.54
175	что	что	SCONJ	_	_	_	_	_	@vsv1938m-words#@vsv1938m#502.54#502.828
176	кино	кино	NOUN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@vsv1938m-words#@vsv1938m#502.828#503.12
177	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@vsv1938m-words#@vsv1938m#503.698#504.295
178	искусство	искусство	NOUN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@vsv1938m-words#@vsv1938m#504.912#505.764
179	режиссера	режиссер	NOUN	_	Animacy=Anim|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@vsv1938m-words#@vsv1938m#505.764#506.617
180	автора	автор	NOUN	_	Animacy=Anim|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@vsv1938m-words#@vsv1938m#506.711#507.604
181	если	если	SCONJ	_	_	_	_	_	@vsv1938m-words#@vsv1938m#508.006#508.389
182	режиссер	режиссер	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@vsv1938m-words#@vsv1938m#508.389#508.772
183	автор	автор	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@vsv1938m-words#@vsv1938m#508.772#509.155
184	тогда	тогда	ADV	_	Degree=Pos	_	_	_	@vsv1938m-words#@vsv1938m#509.155#509.538
185	есть	быть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@vsv1938m-words#@vsv1938m#509.538#509.921
186	кино	кино	NOUN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@vsv1938m-words#@vsv1938m#509.921#510.308
187	а	а	CCONJ	_	_	_	_	_	@vsv1938m-words#@vsv1938m#511.208#511.571
188	если	если	SCONJ	_	_	_	_	_	@vsv1938m-words#@vsv1938m#511.571#511.934
189	он	он	PRON	_	Case=Nom|Gender=Masc|Number=Sing|Person=3	_	_	_	@vsv1938m-words#@vsv1938m#511.934#512.297
190	просто	просто	ADV	_	Degree=Pos	_	_	_	@vsv1938m-words#@vsv1938m#512.297#512.66
191	ремесленник	ремесленник	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@vsv1938m-words#@vsv1938m#512.66#513.023
192	тогда	тогда	ADV	_	Degree=Pos	_	_	_	@vsv1938m-words#@vsv1938m#513.023#513.386
193	кино	кино	NOUN	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	@vsv1938m-words#@vsv1938m#513.386#513.749
194	нету	нет	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@vsv1938m-words#@vsv1938m#513.749#514.114
195	так	так	SCONJ	_	_	_	_	_	@vsv1938m-words#@vsv1938m#514.812#515.018
196	же	же	PART	_	_	_	_	_	@vsv1938m-words#@vsv1938m#515.018#515.224
197	как	как	SCONJ	_	_	_	_	_	@vsv1938m-words#@vsv1938m#515.224#515.43
198	вот	вот	PART	_	_	_	_	_	@vsv1938m-words#@vsv1938m#515.43#515.636
199	и	и	CCONJ	_	_	_	_	_	@vsv1938m-words#@vsv1938m#515.636#515.842
200	здесь	здесь	ADV	_	Degree=Pos	_	_	_	@vsv1938m-words#@vsv1938m#515.842#516.048
201	вот	вот	PART	_	_	_	_	_	@vsv1938m-words#@vsv1938m#516.048#516.254
202	в	в	ADP	_	_	_	_	_	@vsv1938m-words#@vsv1938m#516.254#516.46
203	этих	этот	DET	_	Case=Loc|Number=Plur	_	_	_	@vsv1938m-words#@vsv1938m#516.46#516.666
204	вот	вот	PART	_	_	_	_	_	@vsv1938m-words#@vsv1938m#516.666#516.872
205	песнях	песня	NOUN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Plur	_	_	_	@vsv1938m-words#@vsv1938m#516.872#517.078
206	вот	вот	PART	_	_	_	_	_	@vsv1938m-words#@vsv1938m#517.078#517.295
207	есть	быть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@vsv1938m-words#@vsv1938m#517.812#518.312
208	какая-то	какой-то	DET	_	Case=Nom|Gender=Fem|Number=Sing	_	_	_	@vsv1938m-words#@vsv1938m#518.312#518.812
209	маленькая	маленький	ADJ	_	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@vsv1938m-words#@vsv1938m#518.812#519.312
210	тонкость	тонкость	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@vsv1938m-words#@vsv1938m#519.312#519.812
